,Average1,Average5,TasksTotal,CpuUs,CpuSy,CpuId,MemBuff,DiskRead,DiskWrite,NetRead,NetWrite,SysInt,species
73,0.21258649532958535,-0.04601679617818583,-0.5760110060571682,-0.7567046793692014,-1.0293312976549303,-0.3134940638554723,-1.0785728940004813,2.0540284777233797,-0.8459618219201764,-0.7363875319873063,-0.1642438102769864,-0.9420094258312606,fio
2503,0.2607916652456306,0.3373297151131167,-0.5760110060571682,-0.7567046793692014,-0.9810341298933545,0.019818396798248816,-1.0149651290540869,2.078774753561067,-0.846159668932598,0.37242074028504685,-0.1642438102769864,-0.943070601598905,fio
752,0.24764480072307274,0.31492634757011856,-0.5896949958828924,-0.7567046793692014,-1.0293312976549303,0.0364840198309345,-1.0605909628799346,1.9995866708804682,-0.8463575159450196,0.09290865498305781,-0.1642438102769864,-0.9438664834246383,fio
1852,0.1819104781102838,0.3074585583891193,-0.5760110060571682,-0.7567046793692014,-0.9810341298933545,0.03231761407276323,-1.0320429407328182,2.0738254983935294,-0.8463575159450196,-0.18198339585112974,-0.1642438102769864,-0.9393943855467084,fio
1344,0.19286619854574874,0.30248003226845316,-0.5896949958828924,-0.7567046793692014,-1.0293312976549303,0.20730665591596678,-1.0450792612314699,2.029282201885693,-0.8463575159450196,-0.459185463919218,-0.1642438102769864,-0.943639088617286,fio
2027,0.23668908028760777,0.3223941367511178,-0.5896949958828924,-0.760356374248886,-0.9810341298933545,0.09064729468716401,-1.027524919362608,2.083724008728604,-0.8463575159450196,1.9247523214663411,-0.1642438102769864,-0.9437527860209621,fio
536,0.23230679211342195,0.29501224308745344,-0.5896949958828924,-0.7567046793692014,-0.9810341298933545,0.2031402501577949,-1.0661418956352389,2.098571774231216,-0.8444254162143398,-0.8749885660213504,-0.1642438102769864,-0.9427674085224352,fio
1827,0.19505734263284166,0.31492634757011856,-0.5760110060571682,-0.760356374248886,-0.9327369621317787,-0.1426714277704403,-1.0326044736055127,2.029282201885693,-0.8453914660796796,0.33546046454263506,-0.1642438102769864,-0.9425021145805241,fio
1418,0.22792450393923613,0.3099478214494524,-0.6033789857086168,-0.7567046793692014,-0.9810341298933545,0.3781292920009985,-1.0432452639591838,1.984738905377856,-0.846159668932598,1.342627978523356,-0.1642438102769864,-0.9432600972716987,fio
2081,0.19067505445865582,0.3099478214494524,-0.5896949958828924,-0.7567046793692014,-0.9810341298933545,0.20730665591596678,-1.0261623006027212,2.019383691550618,-0.8436525763220677,-0.5977864979532621,-0.1642438102769864,-0.944889760057724,fio
708,0.23011564802632903,0.2999907692081196,-0.5896949958828924,-0.7567046793692014,-0.9810341298933545,-0.3009948465809576,-1.0617191803030546,2.009485181215543,-0.8463575159450196,1.0654259104552675,-0.1642438102769864,-0.9445486678466954,fio
1317,0.166572469500633,0.2999907692081196,-0.5896949958828924,-0.7567046793692014,-0.9810341298933545,0.03231761407276323,-1.0458314061802165,2.108470284566291,-0.8463575159450196,-0.7271474630517033,-0.1642438102769864,-0.942653711118759,fio
875,0.22792450393923613,0.31492634757011856,-0.6033789857086168,-0.7567046793692014,-0.9810341298933545,0.03231761407276323,-1.05745359114167,1.9995866708804682,-0.846159668932598,-0.459185463919218,-0.1642438102769864,-0.9449276591922827,fio
